sql>select state, p_date, count(*) from payments group by state, p_date order by state, p_date;
+-------+------------+---------+
| state | p_date     | L4      |
| SC    | 2016-09-01 |  127109 |
| SC    | 2016-10-01 |  129437 |
| SC    | 2016-11-01 |  123507 |
| SC    | 2016-12-01 |  122893 |
| SC    | 2017-01-01 |  118446 |
| SC    | 2017-02-01 |  118896 |
| SE    | 2011-01-01 |  231192 |
| SE    | 2011-02-01 |  239636 |
| SE    | 2011-03-01 |  239566 |
| SE    | 2011-04-01 |  240723 |
| SE    | 2011-05-01 |  240555 |
| SE    | 2011-06-01 |  240380 |
| SE    | 2011-07-01 |  240573 |
| SE    | 2011-08-01 |  237817 |
| SE    | 2011-09-01 |  246495 |
| SE    | 2011-10-01 |  246184 |
| SE    | 2011-11-01 |  251613 |
| SE    | 2011-12-01 |  253134 |
| SE    | 2012-01-01 |  253928 |
| SE    | 2012-02-01 |  256656 |
| SE    | 2012-03-01 |  256511 |
| SE    | 2012-04-01 |  258163 |
| SE    | 2012-05-01 |  263618 |
| SE    | 2012-06-01 |  262055 |
| SE    | 2012-07-01 |  259229 |
| SE    | 2012-08-01 |  266373 |
| SE    | 2012-09-01 |  265784 |
| SE    | 2012-10-01 |  266259 |
| SE    | 2012-11-01 |  267450 |
| SE    | 2012-12-01 |  268330 |
| SE    | 2013-01-01 |  268223 |
| SE    | 2013-02-01 |  263702 |
| SE    | 2013-03-01 |  265907 |
| SE    | 2013-04-01 |  262660 |
| SE    | 2013-05-01 |  263684 |
| SE    | 2013-06-01 |  263426 |
| SE    | 2013-07-01 |  267011 |
| SE    | 2013-08-01 |  270962 |
| SE    | 2013-09-01 |  274151 |
| SE    | 2013-10-01 |  274576 |
| SE    | 2013-11-01 |  272265 |
| SE    | 2013-12-01 |  273206 |
| SE    | 2014-01-01 |  273228 |
| SE    | 2014-02-01 |  274436 |
| SE    | 2014-03-01 |  277554 |
| SE    | 2014-04-01 |  279068 |
| SE    | 2014-05-01 |  276495 |
| SE    | 2014-06-01 |  278508 |
| SE    | 2014-07-01 |  288989 |
| SE    | 2014-08-01 |  283707 |
| SE    | 2014-09-01 |  284394 |
| SE    | 2014-10-01 |  283217 |
| SE    | 2014-11-01 |  283016 |
| SE    | 2014-12-01 |  281775 |
| SE    | 2015-01-01 |  281586 |
| SE    | 2015-02-01 |  281685 |
| SE    | 2015-03-01 |  281064 |
| SE    | 2015-04-01 |  274383 |
| SE    | 2015-05-01 |  274908 |
| SE    | 2015-06-01 |  272657 |
| SE    | 2015-07-01 |  273161 |
| SE    | 2015-08-01 |  272227 |
| SE    | 2015-09-01 |  267087 |
| SE    | 2015-10-01 |  268919 |
| SE    | 2015-11-01 |  267765 |
| SE    | 2015-12-01 |  270087 |
| SE    | 2016-01-01 |  274846 |
| SE    | 2016-02-01 |  274878 |
| SE    | 2016-03-01 |  273337 |
| SE    | 2016-04-01 |  274022 |
| SE    | 2016-05-01 |  273645 |
| SE    | 2016-06-01 |  272351 |
| SE    | 2016-07-01 |  271835 |
| SE    | 2016-08-01 |  271519 |
| SE    | 2016-09-01 |  274155 |
| SE    | 2016-10-01 |  273956 |
| SE    | 2016-11-01 |  266601 |
| SE    | 2016-12-01 |  267798 |
| SE    | 2017-01-01 |  271107 |
| SE    | 2017-02-01 |  272393 |
| SP    | 2011-01-01 | 1185914 |
| SP    | 2011-02-01 | 1193273 |
| SP    | 2011-03-01 | 1189008 |
| SP    | 2011-04-01 | 1204000 |
| SP    | 2011-05-01 | 1199584 |
| SP    | 2011-06-01 | 1200499 |
| SP    | 2011-07-01 | 1194806 |
| SP    | 2011-08-01 | 1177081 |
| SP    | 2011-09-01 | 1201406 |
| SP    | 2011-10-01 | 1208966 |
| SP    | 2011-11-01 | 1212681 |
| SP    | 2011-12-01 | 1209819 |
| SP    | 2012-01-01 | 1212037 |
| SP    | 2012-02-01 | 1219986 |
| SP    | 2012-03-01 | 1207021 |
| SP    | 2012-04-01 | 1215610 |
| SP    | 2012-05-01 | 1186610 |
| SP    | 2012-06-01 | 1179287 |
| SP    | 2012-07-01 | 1215035 |
| SP    | 2012-08-01 | 1248956 |
| SP    | 2012-09-01 | 1229870 |
| SP    | 2012-10-01 | 1234087 |
| SP    | 2012-11-01 | 1242256 |
| SP    | 2012-12-01 | 1254284 |
| SP    | 2013-01-01 | 1254639 |
| SP    | 2013-02-01 | 1266167 |
| SP    | 2013-03-01 | 1318265 |
| SP    | 2013-04-01 | 1279689 |
| SP    | 2013-05-01 | 1310578 |
| SP    | 2013-06-01 | 1288914 |
| SP    | 2013-07-01 | 1305562 |
| SP    | 2013-08-01 | 1294422 |
| SP    | 2013-09-01 | 1300477 |
| SP    | 2013-10-01 | 1294508 |
| SP    | 2013-11-01 | 1348671 |
| SP    | 2013-12-01 | 1377542 |
| SP    | 2014-01-01 | 1381105 |
| SP    | 2014-02-01 | 1390988 |
| SP    | 2014-03-01 | 1372075 |
| SP    | 2014-04-01 | 1394759 |
| SP    | 2014-05-01 | 1353280 |
| SP    | 2014-06-01 | 1363260 |
| SP    | 2014-07-01 | 1336620 |
| SP    | 2014-08-01 | 1288398 |
| SP    | 2014-09-01 | 1292482 |
| SP    | 2014-10-01 | 1284606 |
| SP    | 2014-11-01 | 1319008 |
| SP    | 2014-12-01 | 1333129 |
| SP    | 2015-01-01 | 1328549 |
| SP    | 2015-02-01 | 1341808 |
| SP    | 2015-03-01 | 1336227 |
| SP    | 2015-04-01 | 1365059 |
| SP    | 2015-05-01 | 1356591 |
| SP    | 2015-06-01 | 1368434 |
| SP    | 2015-07-01 | 1414910 |
| SP    | 2015-08-01 | 1409296 |
| SP    | 2015-09-01 | 1461986 |
| SP    | 2015-10-01 | 1455333 |
| SP    | 2015-11-01 | 1433503 |
| SP    | 2015-12-01 | 1457650 |
| SP    | 2016-01-01 | 1442147 |
| SP    | 2016-02-01 | 1442541 |
| SP    | 2016-03-01 | 1422268 |
| SP    | 2016-04-01 | 1442157 |
| SP    | 2016-05-01 | 1434734 |
| SP    | 2016-06-01 | 1440590 |
| SP    | 2016-07-01 | 1487966 |
| SP    | 2016-08-01 | 1481476 |
| SP    | 2016-09-01 | 1487642 |
| SP    | 2016-10-01 | 1510659 |
| SP    | 2016-11-01 | 1455904 |
| SP    | 2016-12-01 | 1469434 |
| SP    | 2017-01-01 | 1463567 |
| SP    | 2017-02-01 | 1481238 |
| TO    | 2011-01-01 |  128730 |
| TO    | 2011-02-01 |  129994 |
| TO    | 2011-03-01 |  129418 |
| TO    | 2011-04-01 |  131277 |
| TO    | 2011-05-01 |  129408 |
| TO    | 2011-06-01 |  128961 |
| TO    | 2011-07-01 |  128781 |
| TO    | 2011-08-01 |  126857 |
| TO    | 2011-09-01 |  130510 |
| TO    | 2011-10-01 |  129861 |
| TO    | 2011-11-01 |  131340 |
| TO    | 2011-12-01 |  131714 |
| TO    | 2012-01-01 |  131046 |
| TO    | 2012-02-01 |  132585 |
| TO    | 2012-03-01 |  132824 |
| TO    | 2012-04-01 |  133832 |
| TO    | 2012-05-01 |  134975 |
| TO    | 2012-06-01 |  133953 |
| TO    | 2012-07-01 |  133331 |
| TO    | 2012-08-01 |  138189 |
| TO    | 2012-09-01 |  137560 |
| TO    | 2012-10-01 |  137968 |
| TO    | 2012-11-01 |  138876 |
| TO    | 2012-12-01 |  139690 |
| TO    | 2013-01-01 |  139387 |
| TO    | 2013-02-01 |  134917 |
| TO    | 2013-03-01 |  138328 |
| TO    | 2013-04-01 |  136693 |
| TO    | 2013-05-01 |  137526 |
| TO    | 2013-06-01 |  137186 |
| TO    | 2013-07-01 |  138507 |
| TO    | 2013-08-01 |  137781 |
| TO    | 2013-09-01 |  138808 |
| TO    | 2013-10-01 |  138768 |
| TO    | 2013-11-01 |  137861 |
| TO    | 2013-12-01 |  141608 |
| TO    | 2014-01-01 |  140678 |
| TO    | 2014-02-01 |  141831 |
| TO    | 2014-03-01 |  141745 |
| TO    | 2014-04-01 |  142005 |
| TO    | 2014-05-01 |  140551 |
| TO    | 2014-06-01 |  141245 |
| TO    | 2014-07-01 |  144811 |
| TO    | 2014-08-01 |  141320 |
| TO    | 2014-09-01 |  141624 |
| TO    | 2014-10-01 |  140745 |
| TO    | 2014-11-01 |  140477 |
| TO    | 2014-12-01 |  139749 |
| TO    | 2015-01-01 |  139201 |
| TO    | 2015-02-01 |  139216 |
| TO    | 2015-03-01 |  138677 |
| TO    | 2015-04-01 |  135759 |
| TO    | 2015-05-01 |  135711 |
| TO    | 2015-06-01 |  134533 |
| TO    | 2015-07-01 |  134424 |
| TO    | 2015-08-01 |  133739 |
| TO    | 2015-09-01 |  133774 |
| TO    | 2015-10-01 |  137209 |
| TO    | 2015-11-01 |  135068 |
| TO    | 2015-12-01 |  137020 |
| TO    | 2016-01-01 |  136847 |
| TO    | 2016-02-01 |  136747 |
| TO    | 2016-03-01 |  136276 |
| TO    | 2016-04-01 |  136861 |
| TO    | 2016-05-01 |  135848 |
| TO    | 2016-06-01 |  135359 |
| TO    | 2016-07-01 |  135435 |
| TO    | 2016-08-01 |  134604 |
| TO    | 2016-09-01 |  134703 |
| TO    | 2016-10-01 |  134484 |
| TO    | 2016-11-01 |  131211 |
| TO    | 2016-12-01 |  130208 |
| TO    | 2017-01-01 |  128074 |
| TO    | 2017-02-01 |  128975 |
+-------+------------+---------+
1998 tuples (1m 50s)
