select state, p_date, sum(newcomer) as newcomer, sum(freshout) as freshout from payments group by state, p_date order by state, p_date;
+-------+------------+----------+----------+
| state | p_date     | newcomer | freshout |
| ES    | 2012-10-01 |      761 |     -473 |
| ES    | 2012-11-01 |     1360 |     -311 |
| ES    | 2012-12-01 |     1006 |    -1971 |
| ES    | 2013-01-01 |     1476 |    -4319 |
| ES    | 2013-02-01 |      794 |    -1563 |
| ES    | 2013-03-01 |     8635 |    -7257 |
| ES    | 2013-04-01 |     5052 |    -9141 |
| ES    | 2013-05-01 |    10368 |    -4598 |
| ES    | 2013-06-01 |     1137 |     -738 |
| ES    | 2013-07-01 |     1743 |    -2734 |
| ES    | 2013-08-01 |     1669 |    -1271 |
| ES    | 2013-09-01 |     2156 |     -878 |
| ES    | 2013-10-01 |      354 |    -2680 |
| ES    | 2013-11-01 |     3075 |    -1438 |
| ES    | 2013-12-01 |     8004 |    -2333 |
| ES    | 2014-01-01 |     1672 |    -1395 |
| ES    | 2014-02-01 |     2087 |    -2467 |
| ES    | 2014-03-01 |     4628 |    -1429 |
| ES    | 2014-04-01 |     2595 |    -6733 |
| ES    | 2014-05-01 |     2355 |    -1046 |
| ES    | 2014-06-01 |     2121 |    -5025 |
| ES    | 2014-07-01 |     2939 |    -3267 |
| ES    | 2014-08-01 |      486 |     -861 |
| ES    | 2014-09-01 |      541 |     -787 |
| ES    | 2014-10-01 |      336 |     -581 |
| ES    | 2014-11-01 |     1738 |    -1742 |
| ES    | 2014-12-01 |      861 |    -1134 |
| ES    | 2015-01-01 |      201 |    -1008 |
| ES    | 2015-02-01 |      252 |     -850 |
| ES    | 2015-03-01 |      175 |    -6404 |
| ES    | 2015-04-01 |     3595 |     -795 |
| ES    | 2015-05-01 |      175 |    -1396 |
| ES    | 2015-06-01 |     1108 |     -962 |
| ES    | 2015-07-01 |     2511 |    -1305 |
| ES    | 2015-08-01 |      769 |    -2675 |
| ES    | 2015-09-01 |     9161 |    -6358 |
| ES    | 2015-10-01 |     5822 |    -5820 |
| ES    | 2015-11-01 |     2024 |    -2178 |
| ES    | 2015-12-01 |     3149 |    -8601 |
| ES    | 2016-01-01 |     2934 |     -995 |
| ES    | 2016-02-01 |      405 |    -6109 |
| ES    | 2016-03-01 |     1757 |    -1303 |
| ES    | 2016-04-01 |     1805 |    -1392 |
| ES    | 2016-05-01 |      146 |    -1853 |
| ES    | 2016-06-01 |     1216 |    -3707 |
| ES    | 2016-07-01 |     4835 |    -1617 |
| ES    | 2016-08-01 |      486 |    -8561 |
| ES    | 2016-09-01 |     5370 |    -2191 |
| ES    | 2016-10-01 |     1469 |    -7219 |
| ES    | 2016-11-01 |     1376 |    -5036 |
| ES    | 2016-12-01 |     2809 |   -10194 |
| ES    | 2017-01-01 |     1770 |    -1885 |
| ES    | 2017-02-01 |     1366 |  -174941 |
| GO    | 2011-01-01 |   325678 |    -4681 |
| GO    | 2011-02-01 |     8030 |     -926 |
| GO    | 2011-03-01 |     1877 |     -758 |
| GO    | 2011-04-01 |     6840 |    -7992 |
| GO    | 2011-05-01 |     1305 |    -1173 |
| GO    | 2011-06-01 |     1472 |    -1212 |
| GO    | 2011-07-01 |     1960 |   -10582 |
| GO    | 2011-08-01 |     8571 |    -1479 |
| GO    | 2011-09-01 |     6261 |    -2494 |
| GO    | 2011-10-01 |     3079 |    -1668 |
| GO    | 2011-11-01 |     5252 |    -1265 |
| GO    | 2011-12-01 |     2528 |    -5047 |
| GO    | 2012-01-01 |     3940 |    -1818 |
| GO    | 2012-02-01 |     4905 |    -3092 |
| GO    | 2012-03-01 |     2390 |    -2042 |
| GO    | 2012-04-01 |     4213 |    -6991 |
| GO    | 2012-05-01 |    11055 |    -2268 |
| GO    | 2012-06-01 |     1181 |    -1512 |
| GO    | 2012-07-01 |     3976 |    -1585 |
| GO    | 2012-08-01 |     4583 |    -3570 |
| GO    | 2012-09-01 |      884 |    -1028 |
| GO    | 2012-10-01 |     1166 |     -561 |
| GO    | 2012-11-01 |     1426 |     -638 |
| GO    | 2012-12-01 |     1172 |    -4618 |
| GO    | 2013-01-01 |     1526 |    -5583 |
| GO    | 2013-02-01 |     1596 |    -2639 |
| GO    | 2013-03-01 |     7395 |   -10963 |
| GO    | 2013-04-01 |     6867 |   -15614 |
| GO    | 2013-05-01 |    16641 |    -7000 |
| GO    | 2013-06-01 |     1987 |    -1123 |
| GO    | 2013-07-01 |     4389 |    -3927 |
| GO    | 2013-08-01 |     4164 |    -1755 |
| GO    | 2013-09-01 |     3172 |    -1525 |
| GO    | 2013-10-01 |      763 |    -5095 |
| GO    | 2013-11-01 |     3264 |    -1688 |
| GO    | 2013-12-01 |     8055 |    -3646 |
| GO    | 2014-01-01 |     2111 |    -2895 |
| GO    | 2014-02-01 |     3467 |    -7758 |
| GO    | 2014-03-01 |     8225 |    -2096 |
| GO    | 2014-04-01 |     5439 |    -7031 |
| GO    | 2014-05-01 |     3875 |    -3221 |
| GO    | 2014-06-01 |     4334 |    -6868 |
| GO    | 2014-07-01 |    11431 |    -6661 |
| GO    | 2014-08-01 |     1202 |    -1195 |
| GO    | 2014-09-01 |     1117 |    -1132 |
| GO    | 2014-10-01 |      782 |    -1023 |
| GO    | 2014-11-01 |     3074 |    -2165 |
| GO    | 2014-12-01 |     1039 |    -1844 |
| GO    | 2015-01-01 |      327 |    -1339 |
| GO    | 2015-02-01 |      349 |    -1481 |
| GO    | 2015-03-01 |      366 |    -8658 |
| GO    | 2015-04-01 |     3266 |    -2049 |
| GO    | 2015-05-01 |      321 |    -3655 |
| GO    | 2015-06-01 |     2256 |    -2412 |
| GO    | 2015-07-01 |     1691 |    -2200 |
| GO    | 2015-08-01 |     1167 |    -7538 |
| GO    | 2015-09-01 |     5959 |   -10799 |
| GO    | 2015-10-01 |    11500 |   -11752 |
| GO    | 2015-11-01 |     5936 |    -2949 |
| GO    | 2015-12-01 |     5447 |   -12972 |
| GO    | 2016-01-01 |    11401 |    -1242 |
| GO    | 2016-02-01 |      535 |    -7562 |
| GO    | 2016-03-01 |     6761 |    -2300 |
| GO    | 2016-04-01 |     2543 |    -2314 |
| GO    | 2016-05-01 |      369 |    -2842 |
| GO    | 2016-06-01 |     2657 |    -5402 |
| GO    | 2016-07-01 |     3961 |    -2538 |
| GO    | 2016-08-01 |      728 |   -14733 |
| GO    | 2016-09-01 |     8676 |    -3186 |
| GO    | 2016-10-01 |     1738 |   -12510 |
| GO    | 2016-11-01 |     1453 |    -7905 |
| GO    | 2016-12-01 |     3645 |   -15446 |
| GO    | 2017-01-01 |    14895 |    -2099 |
| GO    | 2017-02-01 |     2108 |  -315504 |
| MA    | 2011-01-01 |   876407 |    -8022 |
| MA    | 2011-02-01 |    38750 |    -1542 |
| MA    | 2011-03-01 |     2314 |    -1184 |
| MA    | 2011-04-01 |     4149 |    -1658 |
| MA    | 2011-05-01 |     1635 |    -1258 |
| MA    | 2011-06-01 |     1402 |    -1249 |
| MA    | 2011-07-01 |     1623 |   -12470 |
| MA    | 2011-08-01 |     8267 |    -1750 |
| MA    | 2011-09-01 |    20717 |    -4008 |
| MA    | 2011-10-01 |     2709 |    -2559 |
| MA    | 2011-11-01 |     9957 |    -1556 |
| MA    | 2011-12-01 |     5181 |    -6305 |
| MA    | 2012-01-01 |    10184 |    -2344 |
| MA    | 2012-02-01 |     5695 |    -2833 |
| MA    | 2012-03-01 |     2842 |    -2876 |
| MA    | 2012-04-01 |     7280 |    -9281 |
| MA    | 2012-05-01 |    26391 |    -3282 |
| MA    | 2012-06-01 |     1798 |    -2594 |
| MA    | 2012-07-01 |     5373 |    -2805 |
| MA    | 2012-08-01 |     6588 |    -4380 |
| MA    | 2012-09-01 |     1734 |    -1695 |
| MA    | 2012-10-01 |     2919 |     -801 |
| MA    | 2012-11-01 |     1960 |     -650 |
| MA    | 2012-12-01 |     1937 |    -4351 |
| MA    | 2013-01-01 |     1982 |    -5415 |
| MA    | 2013-02-01 |      686 |    -3080 |
| MA    | 2013-03-01 |     5835 |   -19577 |
| MA    | 2013-04-01 |    17478 |   -24665 |
| MA    | 2013-05-01 |    23664 |   -10999 |
| MA    | 2013-06-01 |     3774 |    -1749 |
| MA    | 2013-07-01 |    19390 |    -5392 |
| MA    | 2013-08-01 |    19345 |    -2895 |
| MA    | 2013-09-01 |     8073 |    -2081 |
| MA    | 2013-10-01 |     2155 |    -4963 |
| MA    | 2013-11-01 |     2522 |    -2374 |
| MA    | 2013-12-01 |     9599 |    -4960 |
| MA    | 2014-01-01 |     5178 |    -4045 |
| MA    | 2014-02-01 |     3384 |   -12198 |
| MA    | 2014-03-01 |    23056 |    -3955 |
| MA    | 2014-04-01 |    13709 |   -11831 |
| MA    | 2014-05-01 |     8203 |    -3424 |
| MA    | 2014-06-01 |    10688 |   -11511 |
| MA    | 2014-07-01 |    34878 |   -12311 |
| MA    | 2014-08-01 |     2758 |    -1881 |
| MA    | 2014-09-01 |     2968 |    -1673 |
| MA    | 2014-10-01 |     1664 |    -1329 |
| MA    | 2014-11-01 |     1547 |    -2794 |
| MA    | 2014-12-01 |     1401 |    -1948 |
| MA    | 2015-01-01 |      771 |    -1330 |
| MA    | 2015-02-01 |     2165 |    -1603 |
| MA    | 2015-03-01 |      844 |   -10103 |
| MA    | 2015-04-01 |     2305 |    -1160 |
| MA    | 2015-05-01 |      769 |    -4793 |
| MA    | 2015-06-01 |     1993 |    -2718 |
| MA    | 2015-07-01 |     1595 |    -3738 |
| MA    | 2015-08-01 |     3200 |   -18302 |
| MA    | 2015-09-01 |     6092 |   -20531 |
| MA    | 2015-10-01 |    25348 |   -19156 |
| MA    | 2015-11-01 |    15421 |    -7584 |
| MA    | 2015-12-01 |    11741 |   -19659 |
| MA    | 2016-01-01 |    36684 |    -1446 |
| MA    | 2016-02-01 |      946 |   -13135 |
| MA    | 2016-03-01 |    15749 |    -3430 |
| MA    | 2016-04-01 |     4389 |    -3857 |
| MA    | 2016-05-01 |     1318 |    -4797 |
| MA    | 2016-06-01 |     2979 |    -8874 |
| MA    | 2016-07-01 |     4901 |    -4324 |
| MA    | 2016-08-01 |     1509 |   -24483 |
| MA    | 2016-09-01 |    23642 |    -7495 |
| MA    | 2016-10-01 |     1868 |   -24388 |
| MA    | 2016-11-01 |     3008 |    -7826 |
| MA    | 2016-12-01 |     9592 |   -20569 |
| MA    | 2017-01-01 |    27570 |    -3211 |
| MA    | 2017-02-01 |     4871 |  -976903 |
| MG    | 2011-01-01 |  1129948 |   -18926 |
| MG    | 2011-02-01 |    35760 |    -3255 |
| MG    | 2011-03-01 |     5592 |    -3899 |
| MG    | 2011-04-01 |     7583 |    -9645 |
| MG    | 2011-05-01 |     2866 |    -4159 |
| MG    | 2011-06-01 |     3325 |    -4628 |
| MG    | 2011-07-01 |     5198 |   -33611 |
| MG    | 2011-08-01 |    24491 |    -5562 |
| MG    | 2011-09-01 |    43156 |    -9558 |
| MG    | 2011-10-01 |    11653 |    -6449 |
| MG    | 2011-11-01 |    18831 |    -4323 |
| MG    | 2011-12-01 |     8754 |   -17640 |
| MG    | 2012-01-01 |    14667 |    -6205 |
| MG    | 2012-02-01 |    14048 |    -8744 |
| MG    | 2012-03-01 |     8067 |    -8384 |
| MG    | 2012-04-01 |    14618 |   -18689 |
| MG    | 2012-05-01 |    30328 |    -7711 |
| MG    | 2012-06-01 |     3186 |    -5526 |
| MG    | 2012-07-01 |    18049 |    -9118 |
| MG    | 2012-08-01 |    16043 |    -9569 |
| MG    | 2012-09-01 |     2604 |    -3528 |
| MG    | 2012-10-01 |     4376 |    -2666 |
| MG    | 2012-11-01 |     7106 |    -1832 |
| MG    | 2012-12-01 |     5920 |   -11624 |
| MG    | 2013-01-01 |     6694 |   -23412 |
| MG    | 2013-02-01 |     3170 |    -7601 |
| MG    | 2013-03-01 |    29171 |   -48982 |
| MG    | 2013-04-01 |    32777 |   -44076 |
| MG    | 2013-05-01 |    51561 |   -22732 |
| MG    | 2013-06-01 |     7311 |    -3849 |
| MG    | 2013-07-01 |    17986 |   -14916 |
| MG    | 2013-08-01 |    13943 |    -7534 |
| MG    | 2013-09-01 |    13332 |    -5131 |
| MG    | 2013-10-01 |     2619 |   -15306 |
| MG    | 2013-11-01 |    17883 |    -6197 |
| MG    | 2013-12-01 |    28071 |   -13024 |
| MG    | 2014-01-01 |     9059 |    -6766 |
| MG    | 2014-02-01 |     9483 |   -25857 |
| MG    | 2014-03-01 |    24408 |    -6961 |
| MG    | 2014-04-01 |    15282 |   -19619 |
| MG    | 2014-05-01 |    11746 |    -5560 |
| MG    | 2014-06-01 |    12895 |   -21086 |
| MG    | 2014-07-01 |    26668 |   -19231 |
| MG    | 2014-08-01 |     2862 |    -4602 |
| MG    | 2014-09-01 |     3221 |    -4097 |
| MG    | 2014-10-01 |     2180 |    -2901 |
| MG    | 2014-11-01 |     7965 |    -8048 |
| MG    | 2014-12-01 |     3165 |    -5223 |
| MG    | 2015-01-01 |     1141 |    -4513 |
| MG    | 2015-02-01 |     1582 |    -5096 |
| MG    | 2015-03-01 |     1239 |   -31567 |
| MG    | 2015-04-01 |    19271 |    -4875 |
| MG    | 2015-05-01 |     1144 |    -8808 |
| MG    | 2015-06-01 |     8986 |    -8515 |
| MG    | 2015-07-01 |    10704 |    -7985 |
| MG    | 2015-08-01 |     6327 |   -19523 |
| MG    | 2015-09-01 |    26456 |   -38111 |
| MG    | 2015-10-01 |    32954 |   -34218 |
| MG    | 2015-11-01 |    16209 |    -9875 |
| MG    | 2015-12-01 |    16219 |   -41961 |
| MG    | 2016-01-01 |    24257 |    -3796 |
| MG    | 2016-02-01 |     2512 |   -24197 |
| MG    | 2016-03-01 |    14421 |    -9055 |
| MG    | 2016-04-01 |     9861 |    -8066 |
| MG    | 2016-05-01 |     1173 |   -10737 |
| MG    | 2016-06-01 |     8202 |   -13511 |
| MG    | 2016-07-01 |    18777 |    -8718 |
| MG    | 2016-08-01 |     2153 |   -46608 |
| MG    | 2016-09-01 |    34408 |    -9348 |
| MG    | 2016-10-01 |     7980 |   -45052 |
| MG    | 2016-11-01 |     7636 |   -30117 |
| MG    | 2016-12-01 |    13885 |   -51681 |
| MG    | 2017-01-01 |    20497 |    -7656 |
| MG    | 2017-02-01 |     7587 | -1052121 |
| MS    | 2011-01-01 |   132732 |    -1575 |
| MS    | 2011-02-01 |     2750 |     -516 |
| MS    | 2011-03-01 |      979 |     -442 |
| MS    | 2011-04-01 |     1160 |     -634 |
| MS    | 2011-05-01 |      828 |     -432 |
| MS    | 2011-06-01 |      762 |     -494 |
| MS    | 2011-07-01 |      963 |    -4376 |
| MS    | 2011-08-01 |     3225 |     -586 |
| MS    | 2011-09-01 |     2137 |    -1185 |
| MS    | 2011-10-01 |     1048 |     -807 |
| MS    | 2011-11-01 |     2684 |     -578 |
| MS    | 2011-12-01 |     1334 |    -2114 |
| MS    | 2012-01-01 |     1924 |     -804 |
| MS    | 2012-02-01 |     2591 |    -1210 |
| MS    | 2012-03-01 |     1368 |     -946 |
| MS    | 2012-04-01 |     2237 |    -3128 |
| MS    | 2012-05-01 |     4297 |    -1261 |
| MS    | 2012-06-01 |      467 |     -793 |
| MS    | 2012-07-01 |     2270 |     -838 |
| MS    | 2012-08-01 |     3689 |    -1610 |
| MS    | 2012-09-01 |      397 |     -526 |
| MS    | 2012-10-01 |      841 |     -348 |
| MS    | 2012-11-01 |      842 |     -190 |
| MS    | 2012-12-01 |      978 |    -1678 |
| MS    | 2013-01-01 |      842 |    -2865 |
| MS    | 2013-02-01 |      304 |    -1176 |
| MS    | 2013-03-01 |     3366 |    -4767 |
| MS    | 2013-04-01 |     3113 |    -5704 |
| MS    | 2013-05-01 |     7155 |    -2880 |
| MS    | 2013-06-01 |     1015 |     -567 |
| MS    | 2013-07-01 |     3447 |    -1948 |
| MS    | 2013-08-01 |     2548 |    -1014 |
| MS    | 2013-09-01 |     2898 |     -659 |
| MS    | 2013-10-01 |      518 |    -1846 |
| MS    | 2013-11-01 |      874 |     -859 |
| MS    | 2013-12-01 |     7982 |    -1598 |
| MS    | 2014-01-01 |      942 |    -1082 |
| MS    | 2014-02-01 |     2717 |    -3295 |
| MS    | 2014-03-01 |     4601 |     -992 |
| MS    | 2014-04-01 |     2425 |    -2845 |
| MS    | 2014-05-01 |     2125 |     -946 |
| MS    | 2014-06-01 |     2435 |    -2845 |
| MS    | 2014-07-01 |     3352 |    -2882 |
| MS    | 2014-08-01 |      430 |     -619 |
| MS    | 2014-09-01 |      436 |     -563 |
| MS    | 2014-10-01 |      259 |     -444 |
| MS    | 2014-11-01 |      551 |     -874 |
| MS    | 2014-12-01 |      313 |     -724 |
| MS    | 2015-01-01 |      150 |     -757 |
| MS    | 2015-02-01 |      450 |     -849 |
| MS    | 2015-03-01 |      212 |    -4080 |
| MS    | 2015-04-01 |      476 |     -787 |
| MS    | 2015-05-01 |      139 |    -1521 |
| MS    | 2015-06-01 |      497 |    -1271 |
| MS    | 2015-07-01 |      354 |    -1270 |
| MS    | 2015-08-01 |      425 |    -2859 |
| MS    | 2015-09-01 |     6042 |    -4641 |
| MS    | 2015-10-01 |     7235 |    -5135 |
| MS    | 2015-11-01 |     2466 |    -1709 |
| MS    | 2015-12-01 |     2420 |    -6102 |
| MS    | 2016-01-01 |     4086 |     -654 |
| MS    | 2016-02-01 |       75 |    -3611 |
| MS    | 2016-03-01 |     2483 |    -1213 |
| MS    | 2016-04-01 |     1193 |    -1287 |
| MS    | 2016-05-01 |      183 |    -1411 |
| MS    | 2016-06-01 |      586 |    -3201 |
| MS    | 2016-07-01 |     2513 |    -1416 |
| MS    | 2016-08-01 |      197 |    -6902 |
| MS    | 2016-09-01 |     5088 |    -1780 |
| MS    | 2016-10-01 |      878 |    -6443 |
| MS    | 2016-11-01 |      737 |    -4071 |
| MS    | 2016-12-01 |     2335 |    -6346 |
| MS    | 2017-01-01 |     3024 |    -1218 |
| MS    | 2017-02-01 |      895 |  -131101 |
| MT    | 2011-01-01 |   167853 |    -3305 |
| MT    | 2011-02-01 |     4875 |     -699 |
| MT    | 2011-03-01 |     1111 |     -758 |
| MT    | 2011-04-01 |     1542 |    -1209 |
| MT    | 2011-05-01 |      424 |     -661 |
| MT    | 2011-06-01 |      774 |     -671 |
| MT    | 2011-07-01 |     1043 |    -5616 |
| MT    | 2011-08-01 |     6040 |     -738 |
| MT    | 2011-09-01 |     3247 |    -1704 |
| MT    | 2011-10-01 |     2880 |    -1132 |
| MT    | 2011-11-01 |     3492 |     -743 |
| MT    | 2011-12-01 |     1864 |    -2644 |
| MT    | 2012-01-01 |     2666 |     -899 |
| MT    | 2012-02-01 |     3504 |    -1602 |
| MT    | 2012-03-01 |     1271 |    -1065 |
| MT    | 2012-04-01 |     2745 |    -3567 |
| MT    | 2012-05-01 |     5296 |    -1466 |
| MT    | 2012-06-01 |      708 |    -1112 |
| MT    | 2012-07-01 |     4564 |    -1113 |
| MT    | 2012-08-01 |     4348 |    -2201 |
| MT    | 2012-09-01 |      556 |     -682 |
| MT    | 2012-10-01 |      982 |     -406 |
| MT    | 2012-11-01 |     1140 |     -300 |
| MT    | 2012-12-01 |      913 |    -2188 |
| MT    | 2013-01-01 |      823 |    -3304 |
| MT    | 2013-02-01 |      648 |    -1662 |
| MT    | 2013-03-01 |     3563 |    -5661 |
| MT    | 2013-04-01 |     4077 |    -7253 |
| MT    | 2013-05-01 |     8569 |    -3133 |
| MT    | 2013-06-01 |     1109 |     -633 |
| MT    | 2013-07-01 |     4530 |    -1978 |
| MT    | 2013-08-01 |     2793 |     -983 |
| MT    | 2013-09-01 |     2471 |     -727 |
| MT    | 2013-10-01 |      468 |    -2117 |
| MT    | 2013-11-01 |     1971 |    -1103 |
| MT    | 2013-12-01 |     6883 |    -2037 |
| MT    | 2014-01-01 |     1072 |    -1229 |
| MT    | 2014-02-01 |     2054 |    -3788 |
| MT    | 2014-03-01 |     5146 |    -1205 |
| MT    | 2014-04-01 |     2858 |    -3050 |
| MT    | 2014-05-01 |     2127 |     -933 |
| MT    | 2014-06-01 |     2122 |    -4052 |
| MT    | 2014-07-01 |     5123 |    -3411 |
| MT    | 2014-08-01 |      584 |     -737 |
| MT    | 2014-09-01 |      606 |     -640 |
| MT    | 2014-10-01 |      375 |     -563 |
| MT    | 2014-11-01 |     1275 |    -1102 |
| MT    | 2014-12-01 |      447 |     -827 |
| MT    | 2015-01-01 |      156 |     -706 |
| MT    | 2015-02-01 |      271 |     -855 |
| MT    | 2015-03-01 |      194 |    -5520 |
| MT    | 2015-04-01 |     1273 |     -815 |
| MT    | 2015-05-01 |      183 |    -1679 |
| MT    | 2015-06-01 |      801 |    -1234 |
| MT    | 2015-07-01 |      942 |    -1529 |
| MT    | 2015-08-01 |      496 |    -3779 |
| MT    | 2015-09-01 |     4373 |    -6165 |
| MT    | 2015-10-01 |     8723 |    -6304 |
| MT    | 2015-11-01 |     2798 |    -1823 |
| MT    | 2015-12-01 |     2335 |    -7409 |
| MT    | 2016-01-01 |     5266 |     -834 |
| MT    | 2016-02-01 |      142 |    -5155 |
| MT    | 2016-03-01 |     2726 |    -1465 |
| MT    | 2016-04-01 |     1273 |    -1684 |
| MT    | 2016-05-01 |      198 |    -1987 |
| MT    | 2016-06-01 |     1159 |    -4213 |
| MT    | 2016-07-01 |     2939 |    -1865 |
| MT    | 2016-08-01 |      365 |    -8985 |
| MT    | 2016-09-01 |     5939 |    -2461 |
| MT    | 2016-10-01 |      953 |    -7602 |
| MT    | 2016-11-01 |     1006 |    -4885 |
| MT    | 2016-12-01 |     2861 |    -8111 |
| MT    | 2017-01-01 |     2856 |    -1772 |
| MT    | 2017-02-01 |     1164 |  -163033 |
| PA    | 2011-01-01 |   683061 |    -6994 |
| PA    | 2011-02-01 |    22753 |     -986 |
| PA    | 2011-03-01 |     1892 |     -922 |
| PA    | 2011-04-01 |     3513 |    -4132 |
| PA    | 2011-05-01 |     1225 |    -1404 |
| PA    | 2011-06-01 |     1160 |    -1200 |
| PA    | 2011-07-01 |     1322 |   -11335 |
| PA    | 2011-08-01 |    12254 |    -1174 |
| PA    | 2011-09-01 |    66625 |    -3395 |
| PA    | 2011-10-01 |     8178 |    -2074 |
| PA    | 2011-11-01 |    11601 |    -1490 |
| PA    | 2011-12-01 |     6806 |    -5942 |
| PA    | 2012-01-01 |     9678 |    -1820 |
| PA    | 2012-02-01 |    10923 |    -2529 |
| PA    | 2012-03-01 |     5750 |    -5086 |
| PA    | 2012-04-01 |     9527 |    -8854 |
| PA    | 2012-05-01 |    15735 |    -3289 |
| PA    | 2012-06-01 |     1490 |    -2543 |
| PA    | 2012-07-01 |    12703 |    -2192 |
| PA    | 2012-08-01 |    11735 |    -4535 |
| PA    | 2012-09-01 |     1268 |    -1570 |
| PA    | 2012-10-01 |     2303 |     -841 |
| PA    | 2012-11-01 |     1936 |     -762 |
| PA    | 2012-12-01 |     1809 |    -4382 |
| PA    | 2013-01-01 |     1995 |    -5653 |
| PA    | 2013-02-01 |     1579 |    -3423 |
| PA    | 2013-03-01 |    21351 |   -16953 |
| PA    | 2013-04-01 |    14573 |   -30039 |
| PA    | 2013-05-01 |    33250 |    -9377 |
| PA    | 2013-06-01 |     2874 |    -1499 |
| PA    | 2013-07-01 |    13729 |    -4487 |
| PA    | 2013-08-01 |    16409 |    -2002 |
| PA    | 2013-09-01 |     8048 |    -1648 |
| PA    | 2013-10-01 |     1477 |    -4205 |
| PA    | 2013-11-01 |     6443 |    -2288 |
| PA    | 2013-12-01 |    26142 |    -4308 |
| PA    | 2014-01-01 |     6813 |    -4478 |
| PA    | 2014-02-01 |     7246 |    -7142 |
| PA    | 2014-03-01 |    22206 |    -3338 |
| PA    | 2014-04-01 |    11733 |   -11082 |
| PA    | 2014-05-01 |     8954 |    -2559 |
| PA    | 2014-06-01 |     9808 |   -10997 |
| PA    | 2014-07-01 |    25841 |   -11057 |
| PA    | 2014-08-01 |     1835 |    -1688 |
| PA    | 2014-09-01 |     2119 |    -1640 |
| PA    | 2014-10-01 |     1482 |    -1380 |
| PA    | 2014-11-01 |     2932 |    -2511 |
| PA    | 2014-12-01 |     1492 |    -1854 |
| PA    | 2015-01-01 |      666 |    -1219 |
| PA    | 2015-02-01 |     1230 |    -1417 |
| PA    | 2015-03-01 |      712 |   -10485 |
| PA    | 2015-04-01 |     1993 |    -1231 |
| PA    | 2015-05-01 |      635 |    -4407 |
| PA    | 2015-06-01 |     2716 |    -2179 |
| PA    | 2015-07-01 |     3637 |    -2504 |
| PA    | 2015-08-01 |     1749 |   -14125 |
| PA    | 2015-09-01 |    11470 |   -16134 |
| PA    | 2015-10-01 |    40638 |   -16718 |
| PA    | 2015-11-01 |    10167 |    -6725 |
| PA    | 2015-12-01 |     8881 |   -16673 |
| PA    | 2016-01-01 |    39747 |    -1440 |
| PA    | 2016-02-01 |      598 |   -11984 |
| PA    | 2016-03-01 |    15352 |    -3002 |
| PA    | 2016-04-01 |     3565 |    -3767 |
| PA    | 2016-05-01 |      871 |    -6460 |
| PA    | 2016-06-01 |     4565 |   -10667 |
| PA    | 2016-07-01 |     5013 |    -3966 |
| PA    | 2016-08-01 |      906 |   -21033 |
| PA    | 2016-09-01 |    24699 |    -7394 |
| PA    | 2016-10-01 |     2049 |   -18471 |
| PA    | 2016-11-01 |     2895 |   -10219 |
| PA    | 2016-12-01 |     8491 |   -21541 |
| PA    | 2017-01-01 |    29469 |    -3605 |
| PA    | 2017-02-01 |     4913 |  -923473 |
| PB    | 2011-01-01 |   460097 |    -3497 |
| PB    | 2011-02-01 |    20515 |     -869 |
| PB    | 2011-03-01 |     1351 |     -661 |
| PB    | 2011-04-01 |     2084 |     -987 |
| PB    | 2011-05-01 |      713 |     -865 |
| PB    | 2011-06-01 |      671 |     -856 |
| PB    | 2011-07-01 |     1002 |    -5397 |
| PB    | 2011-08-01 |     4583 |    -1366 |
| PB    | 2011-09-01 |    13716 |    -2604 |
| PB    | 2011-10-01 |     2402 |    -1640 |
| PB    | 2011-11-01 |     6460 |    -1200 |
| PB    | 2011-12-01 |     2561 |    -4126 |
| PB    | 2012-01-01 |     5035 |    -1552 |
| PB    | 2012-02-01 |     2789 |    -1651 |
| PB    | 2012-03-01 |     1963 |    -1697 |
| PB    | 2012-04-01 |     3541 |    -6783 |
| PB    | 2012-05-01 |    18503 |    -1783 |
| PB    | 2012-06-01 |      979 |    -1244 |
| PB    | 2012-07-01 |     2971 |    -1304 |
| PB    | 2012-08-01 |     3858 |    -2167 |
| PB    | 2012-09-01 |      847 |     -762 |
| PB    | 2012-10-01 |     1033 |     -408 |
| PB    | 2012-11-01 |     1111 |     -381 |
| PB    | 2012-12-01 |     1069 |    -2374 |
| PB    | 2013-01-01 |     1193 |    -3549 |
| PB    | 2013-02-01 |      407 |    -1657 |
| PB    | 2013-03-01 |     4056 |   -19266 |
| PB    | 2013-04-01 |    17102 |   -18569 |
| PB    | 2013-05-01 |    20258 |    -5883 |
| PB    | 2013-06-01 |     2372 |    -1006 |
| PB    | 2013-07-01 |     9118 |    -3595 |
| PB    | 2013-08-01 |     6197 |    -1741 |
| PB    | 2013-09-01 |     3737 |    -1325 |
| PB    | 2013-10-01 |     1041 |    -3378 |
| PB    | 2013-11-01 |     1031 |    -1622 |
| PB    | 2013-12-01 |     8784 |    -3030 |
| PB    | 2014-01-01 |     2755 |    -1764 |
| PB    | 2014-02-01 |     2003 |    -5165 |
| PB    | 2014-03-01 |    10683 |    -2167 |
| PB    | 2014-04-01 |     5964 |    -4669 |
| PB    | 2014-05-01 |     2771 |    -1469 |
| PB    | 2014-06-01 |     6733 |    -4756 |
| PB    | 2014-07-01 |    19705 |    -5444 |
| PB    | 2014-08-01 |     1198 |    -1239 |
| PB    | 2014-09-01 |     1312 |    -1014 |
