"p_date","mean"
"2011-01-01",85.5004401668257
"2011-02-01",86.1565065161093
"2011-03-01",85.9991984915177
"2011-04-01",105.274450996678
"2011-05-01",105.587571191347
"2011-06-01",105.851605873889
"2011-07-01",106.014561359752
"2011-08-01",108.684812684939
"2011-09-01",112.613077510848
"2011-10-01",112.537901810305
"2011-11-01",112.748628039853
"2011-12-01",112.023255544834
"2012-01-01",110.795432812693
"2012-02-01",111.375397750465
"2012-03-01",111.745626629527
"2012-04-01",114.388163967063
"2012-05-01",115.028344611961
"2012-06-01",115.681324393469
"2012-07-01",115.88880155716
"2012-08-01",116.257025868003
"2012-09-01",117.238295104365
"2012-10-01",127.301514887553
"2012-11-01",127.148563820285
"2012-12-01",132.007653784946
"2013-01-01",130.033491758974
"2013-02-01",130.993418709254
"2013-03-01",133.309001314605
"2013-04-01",133.185360170105
"2013-05-01",134.664503748358
"2013-06-01",135.748625002036
"2013-07-01",136.291835144955
"2013-08-01",136.582182430879
"2013-09-01",136.080715123323
"2013-10-01",136.48567407181
"2013-11-01",135.444368484783
"2013-12-01",134.900392729067
"2014-01-01",133.788476312047
"2014-02-01",134.064348598767
"2014-03-01",134.791806843965
"2014-04-01",133.196556243531
"2014-05-01",133.92644384491
"2014-06-01",151.921630305622
"2014-07-01",152.567724076021
"2014-08-01",153.616868289063
"2014-09-01",153.736420637593
"2014-10-01",154.17735948934
"2014-11-01",153.637677302752
"2014-12-01",152.579520854053
"2015-01-01",151.164745890803
"2015-02-01",151.78717740235
"2015-03-01",151.891175675989
"2015-04-01",150.982178779213
"2015-05-01",151.058478980376
"2015-06-01",150.815456938376
"2015-07-01",150.307825667818
"2015-08-01",149.861527828823
"2015-09-01",147.603315768161
"2015-10-01",146.965304752404
"2015-11-01",146.144940062621
"2015-12-01",146.04397376036
"2016-01-01",144.702397487067
"2016-02-01",143.846703361457
"2016-03-01",143.637760967245
"2016-04-01",143.876948317145
"2016-05-01",144.274362312815
"2016-06-01",144.543390026055
"2016-07-01",161.992100477318
"2016-08-01",162.285502427352
"2016-09-01",161.618138429641
"2016-10-01",161.398405833845
"2016-11-01",163.15133533807
"2016-12-01",160.434895992837
"2017-01-01",158.609733866272
"2017-02-01",159.934362801419
