"p_date","mean"
"2011-01-01",88.1778904316517
"2011-02-01",88.6520477779114
"2011-03-01",88.6892987458985
"2011-04-01",106.769162101965
"2011-05-01",107.549020980725
"2011-06-01",107.685854065696
"2011-07-01",107.860715426867
"2011-08-01",109.844273498445
"2011-09-01",113.463320909013
"2011-10-01",113.725249618195
"2011-11-01",114.21013465734
"2011-12-01",114.758789088852
"2012-01-01",112.393785309029
"2012-02-01",112.997357490003
"2012-03-01",113.786069816232
"2012-04-01",116.721161766286
"2012-05-01",117.385570554328
"2012-06-01",118.038661177733
"2012-07-01",118.92626930512
"2012-08-01",119.494400776209
"2012-09-01",120.412749666917
"2012-10-01",128.767963798281
"2012-11-01",128.825706742297
"2012-12-01",134.025030498743
"2013-01-01",131.565937862266
"2013-02-01",132.907413335233
"2013-03-01",135.464306453991
"2013-04-01",135.78433721817
"2013-05-01",136.321094874772
"2013-06-01",137.205734547287
"2013-07-01",137.424123762593
"2013-08-01",137.749371002642
"2013-09-01",137.428739786525
"2013-10-01",137.686961812053
"2013-11-01",137.399398138842
"2013-12-01",136.949422799629
"2014-01-01",134.868642333383
"2014-02-01",134.947066759495
"2014-03-01",135.365102720953
"2014-04-01",133.961000573777
"2014-05-01",134.422320716252
"2014-06-01",152.115041296951
"2014-07-01",151.762034292793
"2014-08-01",152.363419248323
"2014-09-01",152.306560444379
"2014-10-01",152.591706314248
"2014-11-01",152.27007498256
"2014-12-01",152.229626585947
"2015-01-01",150.324887496105
"2015-02-01",150.456462550623
"2015-03-01",150.591057500727
"2015-04-01",149.818742076028
"2015-05-01",149.780659205307
"2015-06-01",149.35585476541
"2015-07-01",148.982263252919
"2015-08-01",148.671302091002
"2015-09-01",147.619759452822
"2015-10-01",146.049054248113
"2015-11-01",144.661520376174
"2015-12-01",144.281614220012
"2016-01-01",141.918699890054
"2016-02-01",141.127183610363
"2016-03-01",140.510570085649
"2016-04-01",140.741225126126
"2016-05-01",141.02538391657
"2016-06-01",141.180686450301
"2016-07-01",158.965122445119
"2016-08-01",159.127453485042
"2016-09-01",158.374707407315
"2016-10-01",158.581960201905
"2016-11-01",160.026963104652
"2016-12-01",154.58837789731
"2017-01-01",150.884100063192
"2017-02-01",152.516585198853
