"p_date","mean"
"2011-01-01",94.0024886902945
"2011-02-01",94.4258427848013
"2011-03-01",94.4192352578412
"2011-04-01",112.082439239855
"2011-05-01",112.496892399793
"2011-06-01",112.663592050254
"2011-07-01",112.869656903463
"2011-08-01",115.285011392772
"2011-09-01",118.737858011318
"2011-10-01",118.780395480958
"2011-11-01",118.985447346193
"2011-12-01",119.100196692595
"2012-01-01",116.401796182862
"2012-02-01",116.85793893784
"2012-03-01",117.434569055536
"2012-04-01",119.938342847455
"2012-05-01",120.342614609458
"2012-06-01",120.882921122788
"2012-07-01",121.622123371684
"2012-08-01",121.81070879955
"2012-09-01",122.42188830411
"2012-10-01",136.1720135558
"2012-11-01",136.243803188847
"2012-12-01",143.818927080716
"2013-01-01",142.04628773868
"2013-02-01",144.392208738943
"2013-03-01",148.945955364666
"2013-04-01",149.48875273356
"2013-05-01",150.386289130866
"2013-06-01",151.155474291479
"2013-07-01",151.257681198011
"2013-08-01",151.340653434658
"2013-09-01",150.849010316952
"2013-10-01",151.195412465853
"2013-11-01",151.048508995706
"2013-12-01",150.529224212272
"2014-01-01",149.008208300003
"2014-02-01",149.06425111166
"2014-03-01",149.193826876791
"2014-04-01",148.147329885993
"2014-05-01",148.674870113187
"2014-06-01",167.490077236144
"2014-07-01",167.201272791899
"2014-08-01",168.064995211204
"2014-09-01",168.161770863358
"2014-10-01",168.51349997193
"2014-11-01",168.417330206559
"2014-12-01",168.410764365189
"2015-01-01",166.996030464208
"2015-02-01",167.26880946811
"2015-03-01",167.428244253656
"2015-04-01",167.385085330869
"2015-05-01",167.364396521463
"2015-06-01",167.316885109887
"2015-07-01",166.723553744647
"2015-08-01",166.00761284609
"2015-09-01",164.46498746777
"2015-10-01",163.181740436089
"2015-11-01",162.652674753668
"2015-12-01",162.409780274904
"2016-01-01",160.649782319562
"2016-02-01",160.251453971179
"2016-03-01",160.298521142655
"2016-04-01",160.608613053536
"2016-05-01",161.03296663055
"2016-06-01",161.527962111736
"2016-07-01",181.42097402835
"2016-08-01",181.812499352646
"2016-09-01",181.32509646788
"2016-10-01",181.457898077602
"2016-11-01",183.104183249873
"2016-12-01",180.701170498434
"2017-01-01",178.329446813352
"2017-02-01",179.095966484903
