"p_date","mean"
"2011-01-01",91.1576029050731
"2011-02-01",91.8836421551615
"2011-03-01",91.84413114944
"2011-04-01",110.033935818095
"2011-05-01",110.08705924754
"2011-06-01",110.202239158097
"2011-07-01",110.334000123319
"2011-08-01",112.183675187378
"2011-09-01",115.640220519083
"2011-10-01",115.508675860071
"2011-11-01",115.862836369233
"2011-12-01",115.664328032853
"2012-01-01",113.870417961835
"2012-02-01",114.271234776728
"2012-03-01",114.630509001659
"2012-04-01",117.729826413322
"2012-05-01",118.425540191771
"2012-06-01",119.086645791619
"2012-07-01",119.366716169037
"2012-08-01",119.358076209578
"2012-09-01",120.175907250959
"2012-10-01",132.705224486966
"2012-11-01",132.756650607654
"2012-12-01",140.466704734069
"2013-01-01",138.503429508215
"2013-02-01",140.348944573083
"2013-03-01",142.518108853007
"2013-04-01",142.43456688387
"2013-05-01",143.154444662935
"2013-06-01",143.890625270269
"2013-07-01",144.18998038658
"2013-08-01",144.396249728867
"2013-09-01",143.970088744482
"2013-10-01",144.272621695717
"2013-11-01",143.642045706331
"2013-12-01",143.238253294432
"2014-01-01",141.748978371842
"2014-02-01",141.949934570551
"2014-03-01",142.338103583127
"2014-04-01",141.268824428112
"2014-05-01",141.613844670415
"2014-06-01",159.503183891131
"2014-07-01",159.448217019008
"2014-08-01",160.219708132035
"2014-09-01",160.26899666373
"2014-10-01",160.569765898447
"2014-11-01",160.408448833507
"2014-12-01",160.374435200202
"2015-01-01",158.791728148547
"2015-02-01",159.12502570578
"2015-03-01",159.172971917945
"2015-04-01",157.837727356959
"2015-05-01",157.884763170745
"2015-06-01",157.577845899758
"2015-07-01",157.061069415618
"2015-08-01",156.590763541567
"2015-09-01",155.635729156363
"2015-10-01",154.393669268821
"2015-11-01",153.746810493883
"2015-12-01",153.647137408622
"2016-01-01",152.024370123199
"2016-02-01",151.396881674754
"2016-03-01",151.422238163204
"2016-04-01",151.721099930493
"2016-05-01",152.204072928096
"2016-06-01",152.536585396023
"2016-07-01",171.739918254956
"2016-08-01",172.12797778906
"2016-09-01",171.913371389457
"2016-10-01",172.231504478796
"2016-11-01",174.159441394037
"2016-12-01",171.982634400728
"2017-01-01",170.411924115801
"2017-02-01",171.464636878204
