"p_date","mean"
"2011-01-01",96.0832498364489
"2011-02-01",96.1646748655827
"2011-03-01",96.2015071577244
"2011-04-01",112.235609474875
"2011-05-01",112.510247719043
"2011-06-01",112.73441208927
"2011-07-01",112.830556974099
"2011-08-01",114.81718770594
"2011-09-01",117.22351515252
"2011-10-01",117.372858548985
"2011-11-01",117.61198324516
"2011-12-01",117.809028268947
"2012-01-01",115.104948926294
"2012-02-01",115.584686751202
"2012-03-01",116.135728681775
"2012-04-01",118.225059862849
"2012-05-01",118.320501479058
"2012-06-01",118.726064957003
"2012-07-01",119.515714631977
"2012-08-01",119.617673239394
"2012-09-01",120.119431392848
"2012-10-01",137.103581935275
"2012-11-01",137.174539086058
"2012-12-01",147.342418822123
"2013-01-01",145.163182382873
"2013-02-01",147.450070608842
"2013-03-01",155.080952324284
"2013-04-01",155.438586367405
"2013-05-01",156.689148901045
"2013-06-01",157.573437540583
"2013-07-01",157.575477218452
"2013-08-01",157.762099005516
"2013-09-01",157.67623707424
"2013-10-01",158.186722268956
"2013-11-01",158.631892904205
"2013-12-01",158.490278304302
"2014-01-01",157.445701069471
"2014-02-01",157.757330566002
"2014-03-01",157.954136737868
"2014-04-01",157.535156423799
"2014-05-01",158.021954192223
"2014-06-01",177.252465296431
"2014-07-01",175.946192844311
"2014-08-01",176.835058010146
"2014-09-01",177.20627927748
"2014-10-01",177.652723571783
"2014-11-01",177.897959723826
"2014-12-01",178.187366974061
"2015-01-01",177.36438860876
"2015-02-01",177.738485492938
"2015-03-01",178.089179729116
"2015-04-01",178.856267382572
"2015-05-01",178.868184019188
"2015-06-01",179.08454193849
"2015-07-01",178.423001737196
"2015-08-01",177.39424617484
"2015-09-01",177.169536274527
"2015-10-01",176.360998134737
"2015-11-01",175.877541146147
"2015-12-01",175.688937914269
"2016-01-01",173.616858523225
"2016-02-01",173.675525806031
"2016-03-01",173.586446523606
"2016-04-01",174.039975703278
"2016-05-01",174.431482991743
"2016-06-01",175.037124493421
"2016-07-01",196.020878227858
"2016-08-01",196.295404059746
"2016-09-01",196.06188802146
"2016-10-01",196.453674623717
"2016-11-01",198.103654889093
"2016-12-01",196.611844036917
"2017-01-01",193.528449028668
"2017-02-01",193.922087246872
