"p_date","mean"
"2011-01-01",105.371597851434
"2011-02-01",105.585895261588
"2011-03-01",105.616073611997
"2011-04-01",125.50659066466
"2011-05-01",125.972305403252
"2011-06-01",126.22934074527
"2011-07-01",126.433285561197
"2011-08-01",129.06722924105
"2011-09-01",132.848347184626
"2011-10-01",132.749197130792
"2011-11-01",132.850593636603
"2011-12-01",133.014004720898
"2012-01-01",129.091521824498
"2012-02-01",129.302393914058
"2012-03-01",129.703522176379
"2012-04-01",132.637165964593
"2012-05-01",133.384045928005
"2012-06-01",133.870784630491
"2012-07-01",134.909693417211
"2012-08-01",134.676634687471
"2012-09-01",135.340693842022
"2012-10-01",151.5377474298
"2012-11-01",151.806633212922
"2012-12-01",161.081251169519
"2013-01-01",158.362838551998
"2013-02-01",161.761038433934
"2013-03-01",165.661067390365
"2013-04-01",166.295288490074
"2013-05-01",167.427745003829
"2013-06-01",168.276692509871
"2013-07-01",168.452895394154
"2013-08-01",168.556095101314
"2013-09-01",168.207129784819
"2013-10-01",168.652820060937
"2013-11-01",168.91046597686
"2013-12-01",167.983215417323
"2014-01-01",166.416232413619
"2014-02-01",166.305549718744
"2014-03-01",165.74554211731
"2014-04-01",164.764341641572
"2014-05-01",165.2288174208
"2014-06-01",186.066019266374
"2014-07-01",185.498413863098
"2014-08-01",186.584929620167
"2014-09-01",186.644309674174
"2014-10-01",187.107903351031
"2014-11-01",187.236823849548
"2014-12-01",187.492294175208
"2015-01-01",185.967831226741
"2015-02-01",186.161452327295
"2015-03-01",186.43447208049
"2015-04-01",186.711551550084
"2015-05-01",186.763436843919
"2015-06-01",186.885657874827
"2015-07-01",186.307688615416
"2015-08-01",185.634677606858
"2015-09-01",184.644919380326
"2015-10-01",181.867151645182
"2015-11-01",181.549485122959
"2015-12-01",181.487485401879
"2016-01-01",178.770547560552
"2016-02-01",178.58458902015
"2016-03-01",178.204740470903
"2016-04-01",178.600608104796
"2016-05-01",179.102678283454
"2016-06-01",179.737876692879
"2016-07-01",202.367938477122
"2016-08-01",203.449012694173
"2016-09-01",202.385851956466
"2016-10-01",202.931830264603
"2016-11-01",202.997646540416
"2016-12-01",202.38972379705
"2017-01-01",198.843465010835
"2017-02-01",198.812635450617
