"p_date","mean"
"2011-01-01",76.1917883267212
"2011-02-01",76.1187190357012
"2011-03-01",76.0792388147026
"2011-04-01",92.5107626455945
"2011-05-01",92.0013345239388
"2011-06-01",92.6000992915636
"2011-07-01",91.9994835544364
"2011-08-01",93.9347715437921
"2011-09-01",96.8798883039354
"2011-10-01",96.6136192247742
"2011-11-01",97.7394963292423
"2011-12-01",98.9490791457776
"2012-01-01",98.3244595270609
"2012-02-01",100.667594232227
"2012-03-01",101.724787620968
"2012-04-01",105.201230434729
"2012-05-01",108.168282662284
"2012-06-01",108.666469656492
"2012-07-01",110.46761344777
"2012-08-01",110.464711293669
"2012-09-01",109.475074795828
"2012-10-01",116.439303211759
"2012-11-01",117.130315831825
"2012-12-01",122.207663831916
"2013-01-01",120.39448200448
"2013-02-01",120.408249672632
"2013-03-01",125.492608729051
"2013-04-01",126.383728304014
"2013-05-01",125.792934532659
"2013-06-01",126.367753269569
"2013-07-01",126.579137463991
"2013-08-01",127.514493245536
"2013-09-01",126.652485129551
"2013-10-01",127.187523893049
"2013-11-01",126.981829680071
"2013-12-01",126.136353499633
"2014-01-01",124.293888935847
"2014-02-01",124.529845301413
"2014-03-01",124.631309546851
"2014-04-01",124.01308698184
"2014-05-01",124.30336317809
"2014-06-01",141.508947783293
"2014-07-01",143.536822754545
"2014-08-01",144.25540650267
"2014-09-01",144.339711281899
"2014-10-01",144.604298414443
"2014-11-01",144.644952032891
"2014-12-01",144.89699241226
"2015-01-01",142.862576404106
"2015-02-01",143.251918631532
"2015-03-01",143.353129161118
"2015-04-01",144.349493262195
"2015-05-01",144.579962065437
"2015-06-01",144.772251928856
"2015-07-01",145.112286931819
"2015-08-01",145.098895749227
"2015-09-01",139.870781386281
"2015-10-01",139.881676253081
"2015-11-01",139.407171118235
"2015-12-01",139.422243497687
"2016-01-01",139.725078219294
"2016-02-01",138.451881666804
"2016-03-01",138.777398378068
"2016-04-01",138.852244404413
"2016-05-01",139.175576105231
"2016-06-01",139.652245739552
"2016-07-01",158.115289606175
"2016-08-01",158.821399952865
"2016-09-01",158.172675300431
"2016-10-01",157.497517882526
"2016-11-01",158.833111641133
"2016-12-01",156.736481532398
"2017-01-01",154.227950922335
"2017-02-01",155.837533505647
